,Text,Scores,Classes,PredictedClass,TopScore
1299,"Print Chicago Mayor Lori Lightfoot issued an executive order to ensure that all illegal immigrants and refugees in the city are able to access the city’s coronavirus relief benefits..  “This order is more than just an official decree, it is a statement of our values as a city and as Americans,” Lightfoot said in a statement. “Since COVID-19 first reached our city’s doorstep, we have been working around the clock to ensure all our residents are secure and supported, including our immigrant and refugee communities, who are among the most vulnerable to the impact of this pandemic.” Chicago Mayor Signs Executive Order to Ensure Illegal Immigrants Can Access Coronavirus Relief Funds. Trump. Arrest Stupid. From Illinois. She is killing us https://t.co/uwdzCgOdCN.  Trending: Pelosi Says She Will Refuse More Money For Paycheck Protection Program Without Far-Left ‘Considerations’.  Press release : Mayor Lori E. Lightfoot today signed an executive order explicitly ensuring that all benefits, opportunities, and services provided or administered by the City of Chicago are accessible to all residents, regardless of birth country or current citizenship status..  “This order is more than just an official decree, it is a statement of our values as a city and as Americans,” said Mayor Lightfoot. “Since COVID-19 first reached our city’s doorstep, we have been working around the clock to ensure all our residents are secure and supported, including our immigrant and refugee communities, who are among the most vulnerable to the impact of this pandemic. Here in Chicago, saying ‘we are all in this together’ means that during this crisis, no one gets left out and no one gets left behind.”.  The City of Chicago faces a severe and unprecedented threat to its residents in COVID-19. While this disease is presenting challenges of historic proportions to the lives of residents, this order will ensure that all Chicagoans have fair and equal access to benefits, opportunities, and services provided by the City, including anything provided as disaster relief to help fight the COVID-19 pandemic..  “Not all of Chicago’s residents qualify for federal stimulus checks, state unemployment insurance or other economic assistance due to their documentation status,” said 22 nd Ward Alderman Michael D. Rodriguez. “These Chicagoans are vital community members who work in various industries and help our great city to thrive every day. These Chicagoans are our family members, co-workers, neighbors and friends. I applaud the Mayor for standing with undocumented individuals and families to ensure their eligibility for any economic assistance offered by the City of Chicago during this global pandemic.”.  To address the challenges that the COVID-19 pandemic poses to Chicago’s communities, including its immigrant community, the City of Chicago has implemented numerous programs to aid all residents during this extraordinarily challenging time, including: Establishing the COVID-19 Housing Assistance Grant program, which provides disaster relief aid for the housing costs faced by individuals and families impacted by the COVID-19 pandemic; Offering online Enrichment Learning Resources through Chicago Public Schools for all students at all levels, so that each student, regardless of immigration status, can continue to pursue a top-notch education; and Starting a $100 million Chicago Small Business Resiliency Fund to provide small businesses with disaster relief cash flow during the COVID-19 pandemic, which is available to any entrepreneur, including immigrant business owners..  “Most individuals in our immigrant community labor in industries pummeled by the COVID-19 crisis, such as restaurants and hotels. Although many of these workers collectively pay billions of dollars in taxes, they are excluded from the federal aid package signed by Congress. We must meet this moment together; no one should be excluded. I thank Mayor Lightfoot for ensuring that everyone in Chicago has somewhere to turn to for support,” said 12 th Ward Alderman George Cardenas..  Since taking office, Mayor Lightfoot has made intentional efforts to protect the immigrant community and is committed to continuing that support. She has: Visited multiple immigrant and refugee communities throughout Chicago during the summer and fall months when the federal government was threatening raids to personally share “Know Your Rights” information with businesses and community members; Invested an additional $250,000 into Chicago’s Legal Protection Fund, increasing its funding by nearly 20%; Passed the Accountability on Communication and Transparency (ACT) Ordinance, which officially terminates ICE’s access to Chicago Police Department databases related to civil immigration enforcement activities and reaffirms the City’s commitment not to cooperate with or facilitate any ICE effort to target Chicago’s immigrant families; Committed $2.7 million to the 2020 census, with a focus on hard-to-count communities, which includes immigrants; and Hosted the administration’s first citizenship ceremony at City Hall. 2.4K shares","[0.5014505386352539, 0.49854952096939087]","['positive', 'negative']",positive,0.5014505386352539
1300,"A noted journalist and comedian of Palestinian descent questioned the process of taking a census count in Illinois and alleged that the governor is playing politics and ignoring Arab-Americans..  “Are census funds and the census about counting people? Or, is it really all about politics and money? Lots of money?” Ray Hanania asked in a op-ed piece for Suburban Chicagoland..  Hanania said Pritzker, a Democrat, allocated $20 million for the census count taken every 10 years to determine the country’s population. But he said the biggest slice of the $20 million, more than half, is going to seven organizations in Chicago, the Cook County Suburbs and certain counties that do not reflect Arab-American populations..  The list he provided included Illinois Coalition for Immigrant and Refugee Rights (ICIRR) with $3.75 million, Habilitative Systems Inc with $2.35 million, Community Assistance Programs listed at $1 million, Illinois Action for Children with $1 million, Rincon Family Services at $1 million, YWCA Metropolitan Chicago with $1 million and the Metropolitan Mayor’s Caucus for $1 million..  “The largest recipient, the ICIRR, doesn’t have one Arab or Muslim board member,” Hanania said and reported by Suburban Chicagoland. “They have assigned funds to only two of the state’s 60 qualified Arab/Muslim groups, the Arab American Family Services and the Arab American Action Network..  ""Both by the way were instrumental in protesting against Sharon Brannigan in Palos Township,"" he added. ""They are only two Arab organizations among the more than 50 Arab/Muslim organizations that could be funded in Northern Illinois and that are less politically focused.”.  Brannigan, a trustee of the Palos Township Board, generated controversy when she allegedly made racist comments about Muslims and Arab-American residents on social media two years ago. Brannigan has refused calls to resign and remains on the board..  Hanania said Arabs-Americans are not being counted..  “The sad truth is, not in Illinois and not at the rate they should be in the rest of the country,” Hanna told Suburban Chicagoland. “Most Arab and Muslim groups are being excluded. Arabs and Muslims are the most undercounted immigrant constituency in America and especially in suburban Cook County and Chicago. The biggest undercounted constituency is in the 3rd Congressional District (Cook County), which has one of the largest Palestinian, Christian and Muslim constituencies of any congressional district.” Weekly Newsletter Sign-up and get latest news about the courts, judges and latest complaints - right to your inbox. Sign up × By signing up you agree to receive email newsletters or alerts Illinois Valley Times. You can unsubscribe at any time..  Hanania said Pritzker isn’t even trying to disguise the discrepancy and that he bragged in a recent press release that his priority is to count Hispanics. According to Hanna, Pritzker didn't mention other ethnic groups such as Arabs or Muslims..  Reader’s note:.  Information on the census reported that the Northwest region of Illinois including Jo Daviess, Carroll, Whiteside, Lee, LaSalle, Bureau, Putnam, Henry, Mercer and Rock Island Counties were not awarded a competitive grant in this round due to the lack of an applicant that met the necessary criteria. A new Notice of Funding Opportunity (NOFO) is being released to ensure that every area in Illinois is fully included in the Census 2020 program..  Visit census.illinois.gov for more information on how to apply for the Northwest region NOFO."".  Want to get notified whenever we write about Illinois Governor J.B. Pritzker ?.  Sign-up Next time we write about Illinois Governor J.B. Pritzker, we'll email you a link to the story. You may edit your settings or unsubscribe at any time. Organizations in this Story","[0.5812759399414062, 0.41872406005859375]","['negative', 'positive']",negative,0.5812759399414062
1301,"Of the $39.9 billion in taxes collected by Illinois in 2018, $17.9 billion came from income taxes, a 10.8 percent increase over the previous year, according to the U.S. Census Bureau’s Annual Survey of State Government Tax Collections (STC)..  The STC survey includes five broad tax categories and up to 25 subcategories. Data is gathered from all 50 state governments and all dependent state-level entities..  The Census Bureau cautions that it sets the tax classifications among the survey categories, and they may differ from the classifications set by the state governments..  Below is a breakdown of how taxes were classified by subcategory and how much was collected. Illinois Tax Collections 2018 vs. 2017 Type of Tax","[0.6376565098762512, 0.3623434603214264]","['positive', 'negative']",positive,0.6376565098762512
1302,"Of the $39.9 billion in taxes collected by Illinois in 2018, $296.2 million came from alcoholic beverages sales tax, a 0.6 percent increase over the previous year, according to the U.S. Census Bureau’s Annual Survey of State Government Tax Collections (STC)..  Illinois collected $294.3 million in alcoholic beverages sales tax in 2017..  The STC survey includes five broad tax categories and up to 25 subcategories. Data is gathered from all 50 state governments and all dependent state-level entities..  The Census Bureau cautions that it sets the tax classifications among the survey categories, and they may differ from the classifications set by the state governments..  Below is a breakdown of how taxes were classified by subcategory and how much was collected. Illinois Tax Collections 2018 vs. 2017 Type of Tax","[0.6122646331787109, 0.38773539662361145]","['positive', 'negative']",positive,0.6122646331787109
1303," ""Chicago Mayor Lori Lightfoot issued an executive order Tuesday to ensure that illegal immigrants and refugees in the city are able to access the city’s coronavirus relief benefits."".   According to Chicago's Chief Executive, Lightfoot, ""Undocumented immigrants do not meet the criteria for state unemployment insurance or the stimulus checks the federal government is sending out to every American as part of the $2 trillion corona virus relief bill Congress passed."".  (Never let a Federal law governing All legitimate Americans get in the way of bureaucratic loop-holes).  ""However, non-citizen residents will be able to receive benefits through Chicago’s Housing Assistance Grant program, learning resources through Chicago public schools, and will have access to the $100 million Chicago Small Business Resiliency Fund."".   Up to 280,000 undocumented immigrants worked in Illinois in 2018, most of them in the Chicago area, according to a WBEZ analysis of census data."".   Mayor Lightfoot's generosity with American taxpayer dollars might be considered by some (mostly Liberal Democrats) to be a gesture of goodwill towards uninvited lawbreakers facing these awkward trepid times..   Try selling that to the 24% of American Children living in poverty..   And, thanks to tireless efforts on behalf of ""all Illinoisans"" by the State's two Liberal Democrat Senators Dick Durbin and Tammy Duckworth, Chicago reportedly received $113,932,060 in federal grant funding, in 2019.**.   These two free-spending political hacks verbally bludgeoned President Trump with condemnation and criticism when he diverted funds earmarked for our military to pay for Southern border wall construction, claiming these monies were not intended for projects other than military support..   Perhaps these three ambassadors of humanitarianism.  might explain to taxpayers in our other 49 States how siphoning millions of 'their' dollars designated for support of needy Chicagoan's, can be handed out to alien lawbreakers, who should not be in this country, in the first place..   Don't expect any sensible answers, now...or for that matter, anytime in the near, or distant future..  ~~It's a racket, unfortunately few of us get to take part, or benefit from their constant scheming shifty games.~~.  * https://www.nationalreview.com/news/chicago-mayor-signs-executive-order-to-ensure-illegal-immigrants-can-access-coronavirus-relief-funds/.  ** https://www.durbin.senate.gov/newsroom/press-releases/durbin-duckworth-announce-1139-million-in-hud-funding-to-support-chicago-housing-and-community-development ","[0.5670299530029297, 0.43296998739242554]","['negative', 'positive']",negative,0.5670299530029297
1304,"Of the $39.9 billion in taxes collected by Illinois in 2018, $888.3 million came from amusements sales tax, a 6.3 percent increase over the previous year, according to the U.S. Census Bureau’s Annual Survey of State Government Tax Collections (STC)..  Illinois collected $835.4 million in amusements sales tax in 2017..  The STC survey includes five broad tax categories and up to 25 subcategories. Data is gathered from all 50 state governments and all dependent state-level entities..  The Census Bureau cautions that it sets the tax classifications among the survey categories, and they may differ from the classifications set by the state governments..  Below is a breakdown of how taxes were classified by subcategory and how much was collected. Illinois Tax Collections 2018 vs. 2017 Type of Tax","[0.7517901062965393, 0.24820993840694427]","['positive', 'negative']",positive,0.7517901062965393
1305,"Illinois collected $16 million in property taxes during the 3rd quarter of 2019, according to the U.S. Census Bureau’s Quarterly Summary of State and Local Taxes..  In addition to detailed tax revenue data from each state, the Quarterly Summary of State and Local Government Tax Revenue includes an estimate of state and local government tax revenue at a national level..  The Census Bureau cautions that it sets the tax classifications among the survey categories, and they may differ from the classifications set by the state governments..  Overall, Illinois collected $10.3 billion in combined tax revenues in Q3. 3rd Quarter Illinois Tax Collections Type of Tax Amount (in millions of dollars) Property Taxes Sales and Gross Receipts Taxes $5,009","[0.5589431524276733, 0.4410568177700043]","['positive', 'negative']",positive,0.5589431524276733
1306,"Share on GAB.  Chicago Mayor Lori Lightfoot issued an executive order to ensure that all illegal immigrants and refugees in the city are able to access the city’s coronavirus relief benefits..  “This order is more than just an official decree, it is a statement of our values as a city and as Americans,” Lightfoot said in a statement. “Since COVID-19 first reached our city’s doorstep, we have been working around the clock to ensure all our residents are secure and supported, including our immigrant and refugee communities, who are among the most vulnerable to the impact of this pandemic.” Chicago Mayor Signs Executive Order to Ensure Illegal Immigrants Can Access Coronavirus Relief Funds. Trump. Arrest Stupid. From Illinois. She is killing us https://t.co/uwdzCgOdCN.  Trending: Pelosi Wants New Coronavirus Relief Package to Include Stipulations For Federally Forced Vote By Mail For 2020 Election.  Press release : Mayor Lori E. Lightfoot today signed an executive order explicitly ensuring that all benefits, opportunities, and services provided or administered by the City of Chicago are accessible to all residents, regardless of birth country or current citizenship status..  “This order is more than just an official decree, it is a statement of our values as a city and as Americans,” said Mayor Lightfoot. “Since COVID-19 first reached our city’s doorstep, we have been working around the clock to ensure all our residents are secure and supported, including our immigrant and refugee communities, who are among the most vulnerable to the impact of this pandemic. Here in Chicago, saying ‘we are all in this together’ means that during this crisis, no one gets left out and no one gets left behind.”.  The City of Chicago faces a severe and unprecedented threat to its residents in COVID-19. While this disease is presenting challenges of historic proportions to the lives of residents, this order will ensure that all Chicagoans have fair and equal access to benefits, opportunities, and services provided by the City, including anything provided as disaster relief to help fight the COVID-19 pandemic..  “Not all of Chicago’s residents qualify for federal stimulus checks, state unemployment insurance or other economic assistance due to their documentation status,” said 22 nd Ward Alderman Michael D. Rodriguez. “These Chicagoans are vital community members who work in various industries and help our great city to thrive every day. These Chicagoans are our family members, co-workers, neighbors and friends. I applaud the Mayor for standing with undocumented individuals and families to ensure their eligibility for any economic assistance offered by the City of Chicago during this global pandemic.”.  To address the challenges that the COVID-19 pandemic poses to Chicago’s communities, including its immigrant community, the City of Chicago has implemented numerous programs to aid all residents during this extraordinarily challenging time, including: Establishing the COVID-19 Housing Assistance Grant program, which provides disaster relief aid for the housing costs faced by individuals and families impacted by the COVID-19 pandemic; Offering online Enrichment Learning Resources through Chicago Public Schools for all students at all levels, so that each student, regardless of immigration status, can continue to pursue a top-notch education; and Starting a $100 million Chicago Small Business Resiliency Fund to provide small businesses with disaster relief cash flow during the COVID-19 pandemic, which is available to any entrepreneur, including immigrant business owners..  “Most individuals in our immigrant community labor in industries pummeled by the COVID-19 crisis, such as restaurants and hotels. Although many of these workers collectively pay billions of dollars in taxes, they are excluded from the federal aid package signed by Congress. We must meet this moment together; no one should be excluded. I thank Mayor Lightfoot for ensuring that everyone in Chicago has somewhere to turn to for support,” said 12 th Ward Alderman George Cardenas..  Since taking office, Mayor Lightfoot has made intentional efforts to protect the immigrant community and is committed to continuing that support. She has: Visited multiple immigrant and refugee communities throughout Chicago during the summer and fall months when the federal government was threatening raids to personally share “Know Your Rights” information with businesses and community members; Invested an additional $250,000 into Chicago’s Legal Protection Fund, increasing its funding by nearly 20%; Passed the Accountability on Communication and Transparency (ACT) Ordinance, which officially terminates ICE’s access to Chicago Police Department databases related to civil immigration enforcement activities and reaffirms the City’s commitment not to cooperate with or facilitate any ICE effort to target Chicago’s immigrant families; Committed $2.7 million to the 2020 census, with a focus on hard-to-count communities, which includes immigrants; and Hosted the administration’s first citizenship ceremony at City Hall.","[0.5004478096961975, 0.4995521306991577]","['positive', 'negative']",positive,0.5004478096961975
1307,"Tweet.  Philly has a lot of pizzerias. It’s not something the city is known for — tomato pie is a whole different beast — but anyone who lives here can speak to the idea..  “I literally have a pizza shop on my block, and there’s many others.” said Carolyn Wyman , a nationally-recognized food historian with seven culinary books to her name. “I live in South Philly and every corner pretty much has a deli or a food store.”.  Combine those neighborhood joints with the city’s longtime mainstays — 92-year-old Marra’s on East Passyunk, or 73-year-old Taconelli’s in Port Richmond — plus the wave of fancy Neapolitan makers (Stella, Pizzeria Vetri, Nomad), the trendy Roman-style pizzaiolos (Alicé, Rione) and the onslaught of build-your-own chains (&Pizza, Snap, Blaze) and you have a pie scene that’s truly bursting at the seams..  There’s so much pizza here that a recent study by Apartment Guide found Philly has the second-highest number of pizzerias per capita among large U.S. cities — nearly 27 for every 100,000 people..  That’s more even than pizza-famed NYC, which has an average of around 17 per 100k if you add the boroughs together. Chicago comes in with a measly 15. By the survey’s count, Las Vegas is at the top of the list with just over 40 pizzerias per 100k — probably attributable to its much lower number of permanent residents and a restaurant scene built for tourism..  The report does give Philly unconditional first in a different slot: 15.5% of all eating establishments here are pizzerias, it says..  How many pizza spots does Philadelphia have? That’s an open question..  Apartment Guide’s numbers are calculated using a base of nearly 3,000 restaurants and more than 400 pizzerias. But a study from the Health Department earlier this fall found Philadelphia has more than 6,000 places to eat . And a Yelp search for “pizzerias” inside the city brought up more than 2,300 responses. Arabiatta pie from the original Pizzeria Beddia Danya Henninger / Billy Penn Italian roots, and cheesesteaks too.  Part of the city’s pizza proclivity could be traceable to its residents’ ancestry. According to census data, Philadelphia is home to the second largest Italian-American population in the country..  Naples is the original home of some of the owners behind LaScala’s Birra, which operates two locations, one in South Philly and another in South Jersey. Both spots make Italian-style pies, with flour shipped from the Old Country and proofed for 48 hours..  “I feel also because there’s a big Italian community and people in Philly, they really love pasta,” said Davide Lubrano Lavadera, manager at LaScala’s Birra on East Passyunk..  He made a quick addendum: “And pizza and fries and cheesesteak.”.  That’s consistent with speculation from author Wyman, who runs a regular Taste of Philly food tour . “Frankly, I think a lot of those pizza places are selling cheesesteaks,” she told Billy Penn..  West Philly pizza shop owner Tim Mironives is certainly selling sandwiches. He said pizza makes up between 40 to 50 percent of his sales at Atlas Pizza..  Located on South 52nd Street, the neighborhood shop has been in business for about 20 years. Mironives said he entered the pizza game because he saw it as a great business opportunity. “I would say we’re more flexible to the change of times,” he said. “Our customers are more loyal.”.  It’s a loyal customer base that’s kept Joe’s Pizza in Center City afloat for more than three decades, said co-owner Casimira Villico. Villico runs Joe’s and several other Philly slice shops with her husband Ernesto, who moved to the states from Sicily, Italy..  “We have customers that have been coming for 30 years,” Villico said. “They don’t come for cheesesteaks, they come for pizza.” Roman style pizza at Rione Danya Henninger / Billy Penn Upside-down and everything in between.  If there’s one thing everyone can agree on about Philly pizza, it’s that it’s not going anywhere..  The city also brings its own unique style: the upside-down pie, popularized by local cult-favorite Santucci’s, which has several outposts around the city run by various members of the founding family..  It’s also found at Stogie Joe’s Tavern on East Passyunk. One of the newer kids on the block, the shop just celebrated its 10-year anniversary. It’s known for the upside-down style, which features a crispy square crust and flips the ingredients, putting the cheese beneath the sauce..  Stogie’s manager Joey DiOrio said the unique and diverse offerings of pizzerias in Philly are what keep them all in business on that side of town..  “Thinking about the pizza places that are on Passyunk Ave., they all do a little bit of everything,” DiOrio told Billy Penn. Still, he said pizza accounts for half of all the restaurant’s sales..  Plenty of artisan spots tossing Neapolitan pies and build-your-own chains joined the family-owned neighborhood shops across the urban grid over the past couple decades. Though they represent a hefty slice of the city’s pizza scene, Philly’s traditional pie purveyors are still comfortably going strong..  “A lot of people are constantly feeling worried about the competition, but in our case we tend to be friends with everyone because in this business,” said Lubrano Lavadera of LaScala’s Birra. “I feel like what you want is to never stop learning.” Want some more? Explore other Philly food and drink scene stories. Thanks for reading another Billy Penn story.  Seems you’re the kind of person who really digs in. Want more? Sign up for our free morning newsletter, the easy way to stay on top of Philly news. What is the current year? Leave this field blank. ","[0.5031165480613708, 0.49688345193862915]","['positive', 'negative']",positive,0.5031165480613708
1308,"Of the 230 people residing in Williamson, Illinois in 2017, the median age was 35, according to U.S. Census Bureau data obtained by the Illinois Business Daily..  The largest number of people were in the 25 to 34 age bracket with the fewest number of people in the age bracket for people over the age of 84..  An agency of the U.S. Federal Statistical System, the Census Bureau is responsible for compiling statistical facts about the American people, places and economy. Data for this story was compiled from the bureau’s American Community Survey . Information from the survey helps to determine how federal and state funds are distributed..  Statistical data for 2018 will be released later this year. Williamson, Illinois' population by age Age","[0.5614991784095764, 0.4385007917881012]","['negative', 'positive']",negative,0.5614991784095764
1309,"Comments.  CHICAGO (AP) — Unprecedented school closures in Illinois caused by the coronavirus pandemic have left many school systems with a major challenge to improve e-learning methods..  Schools are closed statewide through at least April 7, with the possibility of more extensions. Of particular concern is Chicago Public Schools, where a majority of students are considered economically disadvantaged, lacking proper devices or inadequate internet access at home, the Chicago Tribune reported..  Of households within the boundaries of CPS, about 14% didn’t have a home computer and 24% lack a broadband internet subscription, according to 2018 U.S. Census Bureau data..  Rather than wait for officials to act, parents and teachers have taken matters into their own hands, including a public video plea on Twitter from the principal at Passage Charter School in Andersonville asking for donations of laptops or tablets..  “We serve mostly immigrant and refugee students, and we have a real need for devices for online learning,” Principal Jeremy Riggs said in the video. “There is a huge equity issue for me. In order for all of our kids to have access, we need some help."".  CPS officials say they're doing “whatever we can to help bridge the digital divide” for the district's 355,000 students. The Board of Education unanimously approved a $75 million coronavirus spending proposal that will be used for a new “device equity strategy.”.  Some internet providers such as Comcast and AT&T have all taken measures to help, including adding free broadband internet for two months for new low-income customers..  “We’re seeing really strong interest in the offer,” Comcast spokesman Jack Segal said in an email. “We’ve been doing outreach to schools and school districts, veteran-serving organizations and partners that work with seniors to make sure low-income households in our footprint know and are doing our best to help as many people as we can get online.”.  Chicago Public Schools CEO Janice Jackson said while the district is spending more money on resources, they are also working with elected officials to leverage support..  Copyright 2020 Associated Press. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Web Only Reprint or License This Article Notice: We recently upgraded our comments. (Learn more here .) If you are logged in as a subscriber or registered user and already have a Display Name on edweek.org, you can post comments. If you do not already have a Display Name, please create one here . Ground Rules for Posting We encourage lively debate, but please be respectful of others. Profanity and personal attacks are prohibited. By commenting, you are agreeing to abide by our user agreement . All comments are public. Get more stories and free e-newsletters! Email","[0.7131083011627197, 0.2868916392326355]","['negative', 'positive']",negative,0.7131083011627197
1310,"COVID-19 has made its way into every state in the U.S. but research shows some are more vulnerable than others..  According to a study done by innerbody.com , they measured 20 different categories with the information attained from the Center for Disease Control, the Department of Housing and Urban Development, American Hospital Association, the Census Bureau, and the Centers for Medicare & Medicaid and others..  Using that info, they were able to rank all 50 states on an ""Overall Vulnerability Score."".  It is important to note: no matter where your state ranks, we all have an obligation to heed the advice of local and federal health officials and take this pandemic seriously..  West Virginia ranked as the most vulnerable in the US, while Utah was named least vulnerable..  Illinois ranked 34th on the list, with a vulnerability score of 40.9. Comparatively, West Virginia received a 74.1 and Utah a 17.2..  Wisconsin did a bit better than Illinois coming at 40 on the list with a score of 38.3..  If you're wondering how they came up with that score, innerbody.com weighed High-Risk Population, Emergency Preparedness, and Social & Physical Environment for each state..  Some states did better than others but that doesn't mean Illinois or Wisconsin residents should immediately leave their homes..  Social distancing and self-quarantining will slow and prevent the spread of COVID-19. Long story short, stay home. Enter your number to get our mobile branded app.  Sweet Lenny is the brand manager of 97ZOK, Q98.5, and Operations Manager for Townsquare Media Rockford. Catch him afternoons 3 to 7 on 97ZOK. Follow him on Twitter , Instagram and like his page on Facebook .","[0.8212073445320129, 0.17879261076450348]","['negative', 'positive']",negative,0.8212073445320129
1311,"Fascination About sell house chicago Fascination About sell house chicago Category: Blog Economic uncertainty may well maintain back sales volume for a brief interval in 2020. Most housing analysts expect Indianapolis house prices to stay flat or drop by a small portion for the remainder with the calendar year 2020.The employees cottage was the first Chicago home, built as early because the 1830's and into the start on the twentieth century. These ended up modestly scaled utilitarian structures constructed of Wooden, even though later on versions (designed following the Chicago fireplace of 1871) have been made of brick. Ordinarily, they were being possibly just one or a person-and-a 50 percent stories in peak, and had gabled roofs that faced the street.If practically nothing else, it certainly is fascinating to look at For those who have any desire in Chicago real estate. For the people of you with broader housing pursuits, Zillow includes a web site of heat maps of other main cities.No-1 is suggesting that you simply pile all your cash into bread to test to obtain long run Money development.That percentage is now more than thirty %. Based on Census data, much more than 50 % of Chicago’s renters are paying in excess of a 3rd in their profits in hire — a amount which the federal government deems unaffordable.We all know house hunting is own and everybody has diverse desires so Allow HotPads do the major lifting by environment your precise filters that include Bed room and toilet counts, value vary, square footage, and many more. Trying to find pet friendly rentals or destinations with in-unit laundry?Duplicates from various resources are matched and reconciled as significantly as feasible. Listings with obvious mistakes, where by cost or selection or bedrooms look from range, are discarded.HotPads collects serious opinions from actual men and women residing in Chicago. Read through by means of our 1,229 testimonials for the varied neighborhoods in Chicago to acquire a perception for how persons experience about dwelling there.In truth, November was the third straight thirty day period that home values grew by a lot less than 1 per cent, according to the S&P CoreLogic Situation-Shiller Indices. From the November report, Chicago’s home price advancement was the weakest One of the 20 main U.S. metropolitan areas that the index tracks. 3c Season one, Episode 7 House of Horrors Alison Victoria and Donovan Eckhardt take their probabilities over a break up-level home that is filled with disasters. Confronted with various setbacks, they need to place their distinctions apart to turn the nightmare right into a desire home for opportunity consumers.We’re standing by that can assist you go ahead and take guesswork away from property investing. By looking into Check This Out and structuring total Chicago turnkey real estate property investments, we enable you to succeed by minimizing possibility and maximizing profitability.All data presented needs to be independently verified throughout the references supplied below. As being a normal plan, the Norada Real Estate Investments makes no claims or assertions about the longer term housing marketplace disorders through the US.What seems like an easy renovation immediately goes off the rails when an inexperienced superintendent attempts to cover shoddy get the job done.He wrote about a location referred to as ""Checagou"" in his memoir, where he claimed the title arrived from the ""quantity of garlic which grows inside the forests.""","[0.6590077877044678, 0.34099218249320984]","['negative', 'positive']",negative,0.6590077877044678
1312,"(WEEK) — Livestock producers and small meat and poultry plans suffering from effects of the ongoing COVID-19 pandemic can apply for business recovery funding..  According to a release from the Illinois Department of Agriculture, the new funding opportunity is part of the state’s Business Interruption Grants program (BIG), which leverages federal CARES Act money to help small businesses statewide offset losses incurred in connection to COVID-19..  Financial assistance will be made available through three programs administered by IDOA: Swine Depopulation Program: Covers the costs and expenses of swine producers associated with the depopulation and disposal of livestock due to the disruption of the livestock market caused by the COVID-19 emergency on or after April 15, 2020. Applicants are eligible to receive up to $10,000 for losses. Agriculture Business Interruption Program: Covers monetary losses and expenses of livestock producers due to the disruption of the livestock market caused by the COVID-19 emergency during the period of April 15-May 15, 2020. Eligible expenses are costs associated with holding livestock (swine, beef cattle, dairy cattle, lambs, poultry and meat goats) and livestock-related products for an extended period of time. Applicants are eligible to receive up to $10,000 for losses. Meat and Poultry Capacity Program: Covers costs for operations and costs associated with facility improvements necessary to decrease or eliminate COVID-19 related slowdowns and mitigate capacity reductions. Businesses must have no more than 60 employees. Applicants are eligible to receive up to $25,000 for eligible expenses..  Online applications are available now through October 31, 2020, at https://www2.illinois.gov/sites/agr/Animals/Pages/Livestock-Management-Facility-Grants.aspx ..  “Illinois remains a leading agricultural state in the nation, and I’m proud to help farmers build on that success by providing needed grants to help offset the impact of the COVID-19 pandemic,” said Governor JB Pritzker. “On behalf of all Illinoisans, I want to offer my appreciation to the members of our agricultural community whose hard work has ensured food was available amidst the worst pandemic of our lifetimes.”.  IDOA has worked with the Illinois Department of Commerce and Economic Opportunity (DCEO) to mobilize this opportunity for financial assistance provided through the BIG program..  To learn more about current BIG funding opportunities, please visit DCEO’s website , https://ift.tt/33mAD3v or email with questions..  Feeds,News,City: Peoria,Central.  October 1, 2020 at 11:45AM Share this:","[0.541731595993042, 0.458268404006958]","['negative', 'positive']",negative,0.541731595993042
1313,"The Illinois Department of Agriculture (IDOA) announced the availability of $5 million in business recovery funding for livestock producers and small meat and poultry plants suffering interruptions as a result of the ongoing coronavirus pandemic. Pritzker Illinois farmer Over the past six months meat and poultry plants across the country have been impacted by the pandemic, as reduced sales resulted in a slowdown of processing livestock and forced many Illinois farmers to incur additional costs. Topics: Illinois The new funding opportunity is part of the state's Business Interruption Grants program (BIG), which leverages federal CARES Act money to help small businesses statewide offset losses incurred in connection to coronavirus. Online applications are available now through October 31, 2020 at https://www2.illinois.gov/sites/agr/Animals/Pages/Livestock-Management-Facility-Grants.aspx. Financial assistance will be made available through three programs administered by IDOA: • Swine Depopulation Program: Covers the costs and expenses of swine producers associated with the depopulation and disposal of livestock due to the disruption of the livestock market caused by the COVID-19 emergency on or after April 15, 2020. Applicants are eligible to receive up to $10,000 for losses. • Agriculture Business Interruption Program: Covers monetary losses and expenses of livestock producers due to the disruption of the livestock market caused by the coronavirus emergency during the period of April 15-May 15, 2020. Eligible expenses are costs associated with holding livestock (swine, beef cattle, dairy cattle, lambs, poultry and meat goats) and livestock-related products for an extended period of time. Applicants are eligible to receive up to $10,000 for losses. • Meat and Poultry Capacity Program: Covers costs for operations and costs associated with facility improvements necessary to decrease or eliminate coronavirus related slowdowns and mitigate capacity reductions. Businesses must have no more than 60 employees. Applicants are eligible to receive up to $25,000 for eligible expenses. To date, more than $49 million in BIG funding has been distributed to over 2,800 small businesses, in over 400 communities statewide, and ongoing funding opportunities remain available for small businesses of all types statewide. ■ WHAT TO READ NEXT","[0.5568692684173584, 0.4431307017803192]","['negative', 'positive']",negative,0.5568692684173584
